Sales_ID,Book_ID,Date_ID,Publisher_ID,Price,Copies_Left,Discount_Offer,Rating
S5548,B05548,D6548,P5548,786.15,253,47% off,4.8
S5549,B05549,D6549,P5549,917.78,105,20% off,2.3
S5550,B05550,D6550,P5550,668.58,344,27% off,1.8
S5551,B05551,D6551,P5551,256.67,282,11% off,3.6
S5552,B05552,D6552,P5552,755.26,341,40% off,2.8
S5553,B05553,D6553,P5553,858.91,329,12% off,2.8
S5554,B05554,D6554,P5554,715.87,101,48% off,2.3
S5555,B05555,D6555,P5555,691.87,380,8% off,1.8
S5556,B05556,D6556,P5556,956.49,57,32% off,4.1
S5557,B05557,D6557,P5557,444.05,5,42% off,1.9
S5558,B05558,D6558,P5558,342.87,105,42% off,5
S5559,B05559,D6559,P5559,998.58,127,9% off,3.2
S5560,B05560,D6560,P5560,455.71,421,12% off,1.7
S5561,B05561,D6561,P5561,965.79,50,12% off,4.4
S5562,B05562,D6562,P5562,386.62,311,43% off,4.3
S5563,B05563,D6563,P5563,855.76,158,13% off,3.4
S5564,B05564,D6564,P5564,373.76,176,30% off,1.4
S5565,B05565,D6565,P5565,474.75,457,25% off,2.6
S5566,B05566,D6566,P5566,781.43,456,17% off,3.9
S5567,B05567,D6567,P5567,368.96,73,38% off,4.4
S5568,B05568,D6568,P5568,643.54,387,45% off,4.6
S5569,B05569,D6569,P5569,791.02,287,18% off,5
S5570,B05570,D6570,P5570,916.63,390,31% off,2.1
S5571,B05571,D6571,P5571,227.4,181,47% off,3.6
S5572,B05572,D6572,P5572,784.41,338,21% off,2.1
S5573,B05573,D6573,P5573,776.36,323,10% off,2.8
S5574,B05574,D6574,P5574,324.98,422,44% off,3.6
S5575,B05575,D6575,P5575,761.63,43,24% off,2.6
S5576,B05576,D6576,P5576,592.99,383,6% off,3.7
S5577,B05577,D6577,P5577,266.27,481,38% off,3.9
S5578,B05578,D6578,P5578,631.26,375,44% off,4.1
S5579,B05579,D6579,P5579,435.86,103,40% off,1.5
S5580,B05580,D6580,P5580,752,224,18% off,2.2
S5581,B05581,D6581,P5581,640.93,293,34% off,2.6
S5582,B05582,D6582,P5582,630.48,500,32% off,3.3
S5583,B05583,D6583,P5583,651.09,262,7% off,1.6
S5584,B05584,D6584,P5584,939.29,399,37% off,4.4
S5585,B05585,D6585,P5585,597.65,215,12% off,4.6
S5586,B05586,D6586,P5586,872.25,27,41% off,2.9
S5587,B05587,D6587,P5587,603.49,440,38% off,2.7
S5588,B05588,D6588,P5588,257.03,100,36% off,4.4
S5589,B05589,D6589,P5589,240.59,265,17% off,3.5
S5590,B05590,D6590,P5590,329.99,284,5% off,2.1
S5591,B05591,D6591,P5591,635.36,439,15% off,4.7
S5592,B05592,D6592,P5592,134.46,21,10% off,1.3
S5593,B05593,D6593,P5593,330.12,361,8% off,4.8
S5594,B05594,D6594,P5594,345.35,464,10% off,4.5
S5595,B05595,D6595,P5595,324.41,56,21% off,3.2
S5596,B05596,D6596,P5596,521.61,233,48% off,4.1
S5597,B05597,D6597,P5597,133.46,375,11% off,2
S5598,B05598,D6598,P5598,532.51,65,6% off,2.7
S5599,B05599,D6599,P5599,927.39,466,32% off,1.4
S5600,B05600,D6600,P5600,337.63,452,20% off,2.5
S5601,B05601,D6601,P5601,494.22,379,21% off,1.4
S5602,B05602,D6602,P5602,918.29,113,6% off,1.8
S5603,B05603,D6603,P5603,363.23,272,24% off,2.6
S5604,B05604,D6604,P5604,494.25,279,38% off,2.5
S5605,B05605,D6605,P5605,962.83,38,12% off,3.4
S5606,B05606,D6606,P5606,316.95,248,17% off,3.3
S5607,B05607,D6607,P5607,633.92,212,34% off,2.1
S5608,B05608,D6608,P5608,498.92,426,31% off,3
S5609,B05609,D6609,P5609,253.36,147,49% off,1.5
S5610,B05610,D6610,P5610,368.55,43,34% off,2.9
S5611,B05611,D6611,P5611,256.83,154,18% off,4.1
S5612,B05612,D6612,P5612,771.01,431,18% off,5
S5613,B05613,D6613,P5613,340.27,72,33% off,4.6
S5614,B05614,D6614,P5614,605.96,167,23% off,1
S5615,B05615,D6615,P5615,631.87,344,40% off,2.3
S5616,B05616,D6616,P5616,303.48,470,13% off,1.1
S5617,B05617,D6617,P5617,430.98,456,23% off,4
S5618,B05618,D6618,P5618,759.65,245,11% off,3.9
S5619,B05619,D6619,P5619,401.37,289,34% off,1.9
S5620,B05620,D6620,P5620,644.3,287,41% off,4.2
S5621,B05621,D6621,P5621,146.76,21,8% off,3.2
S5622,B05622,D6622,P5622,994.43,385,6% off,4.4
S5623,B05623,D6623,P5623,950.39,214,10% off,2.2
S5624,B05624,D6624,P5624,977.99,301,15% off,2.9
S5625,B05625,D6625,P5625,137.51,22,20% off,3.5
S5626,B05626,D6626,P5626,335.44,331,26% off,3.5
S5627,B05627,D6627,P5627,816.42,274,14% off,3.1
S5628,B05628,D6628,P5628,490.74,491,48% off,3.4
S5629,B05629,D6629,P5629,448.19,400,40% off,3.6
S5630,B05630,D6630,P5630,463.21,471,24% off,2.1
S5631,B05631,D6631,P5631,107.66,129,46% off,1.8
S5632,B05632,D6632,P5632,147.42,279,44% off,3.7
S5633,B05633,D6633,P5633,244.29,187,39% off,2.8
S5634,B05634,D6634,P5634,304.97,317,14% off,4.1
S5635,B05635,D6635,P5635,806.68,215,37% off,1.1
S5636,B05636,D6636,P5636,575.19,193,43% off,1.4
S5637,B05637,D6637,P5637,154.23,392,47% off,3.9
S5638,B05638,D6638,P5638,927.86,224,26% off,4.3
S5639,B05639,D6639,P5639,600.69,262,46% off,1.2
S5640,B05640,D6640,P5640,646.48,256,46% off,1.5
S5641,B05641,D6641,P5641,483.5,332,24% off,4.1
S5642,B05642,D6642,P5642,977.72,85,35% off,2.6
S5643,B05643,D6643,P5643,299.02,156,25% off,3.9
S5644,B05644,D6644,P5644,646.95,142,16% off,2.7
S5645,B05645,D6645,P5645,523.92,429,26% off,1.3
S5646,B05646,D6646,P5646,640.48,145,23% off,4.8
S5647,B05647,D6647,P5647,566.69,135,22% off,2.3
S5648,B05648,D6648,P5648,936.14,140,37% off,1.9
S5649,B05649,D6649,P5649,724.18,253,15% off,3.4
S5650,B05650,D6650,P5650,931.58,417,7% off,4
S5651,B05651,D6651,P5651,212.24,219,20% off,2.9
S5652,B05652,D6652,P5652,284.77,149,50% off,4.7
S5653,B05653,D6653,P5653,373.37,124,10% off,4.1
S5654,B05654,D6654,P5654,840.25,180,43% off,1.5
S5655,B05655,D6655,P5655,135.7,287,43% off,3.1
S5656,B05656,D6656,P5656,618.55,75,41% off,4.9
S5657,B05657,D6657,P5657,718.64,175,20% off,2.4
S5658,B05658,D6658,P5658,269.83,497,12% off,3.9
S5659,B05659,D6659,P5659,395.74,261,10% off,1.4
S5660,B05660,D6660,P5660,963.6,38,5% off,1.8
S5661,B05661,D6661,P5661,241.19,470,28% off,4.9
S5662,B05662,D6662,P5662,280,295,11% off,2.6
S5663,B05663,D6663,P5663,923.17,173,36% off,2.1
S5664,B05664,D6664,P5664,609.02,388,16% off,4.6
S5665,B05665,D6665,P5665,487.17,333,41% off,2.5
S5666,B05666,D6666,P5666,724.4,136,30% off,3.5
S5667,B05667,D6667,P5667,848.76,23,26% off,1.4
S5668,B05668,D6668,P5668,220.38,220,25% off,5
S5669,B05669,D6669,P5669,903.73,130,12% off,1.7
S5670,B05670,D6670,P5670,738.2,371,19% off,2.1
S5671,B05671,D6671,P5671,667.55,401,24% off,1.7
S5672,B05672,D6672,P5672,837.4,271,34% off,3
S5673,B05673,D6673,P5673,261.56,23,5% off,1
S5674,B05674,D6674,P5674,565.68,9,21% off,3.2
S5675,B05675,D6675,P5675,377.12,291,41% off,2.6
S5676,B05676,D6676,P5676,668.41,172,23% off,4.1
S5677,B05677,D6677,P5677,142.81,134,9% off,3.2
S5678,B05678,D6678,P5678,315.59,308,32% off,2.6
S5679,B05679,D6679,P5679,758.18,139,36% off,4.7
S5680,B05680,D6680,P5680,847.04,74,44% off,2.9
S5681,B05681,D6681,P5681,298.31,33,42% off,4.3
S5682,B05682,D6682,P5682,590.73,66,27% off,3.9
S5683,B05683,D6683,P5683,638.27,466,15% off,1.3
S5684,B05684,D6684,P5684,251.04,288,31% off,3.7
S5685,B05685,D6685,P5685,420.01,445,46% off,2.9
S5686,B05686,D6686,P5686,926.07,422,5% off,3
S5687,B05687,D6687,P5687,691.63,161,12% off,4.7
S5688,B05688,D6688,P5688,138.38,494,32% off,4.3
S5689,B05689,D6689,P5689,956,64,48% off,2.1
S5690,B05690,D6690,P5690,233.12,207,38% off,3.2
S5691,B05691,D6691,P5691,146.45,155,49% off,2.7
S5692,B05692,D6692,P5692,433.65,476,16% off,3.9
S5693,B05693,D6693,P5693,537.4,390,23% off,3
S5694,B05694,D6694,P5694,536.96,246,41% off,3.9
S5695,B05695,D6695,P5695,263.23,328,23% off,4.8
S5696,B05696,D6696,P5696,724.38,232,36% off,1.4
S5697,B05697,D6697,P5697,682.01,444,39% off,1.2
S5698,B05698,D6698,P5698,192.91,179,45% off,4.3
S5699,B05699,D6699,P5699,772.4,356,46% off,1.8
S5700,B05700,D6700,P5700,906.06,267,11% off,1.1
S5701,B05701,D6701,P5701,301.82,64,50% off,3
S5702,B05702,D6702,P5702,756.57,303,49% off,1.2
S5703,B05703,D6703,P5703,791.53,62,36% off,3.5
S5704,B05704,D6704,P5704,332.88,457,45% off,3.6
S5705,B05705,D6705,P5705,529.84,56,25% off,3.6
S5706,B05706,D6706,P5706,747.78,179,48% off,2
S5707,B05707,D6707,P5707,193.29,499,33% off,1.9
S5708,B05708,D6708,P5708,846.69,285,22% off,2
S5709,B05709,D6709,P5709,869.14,231,28% off,1.4
S5710,B05710,D6710,P5710,403.81,54,32% off,2.6
S5711,B05711,D6711,P5711,129.74,313,7% off,2
S5712,B05712,D6712,P5712,185.69,259,50% off,3.4
S5713,B05713,D6713,P5713,447.43,322,35% off,2.2
S5714,B05714,D6714,P5714,324.58,498,9% off,3.7
S5715,B05715,D6715,P5715,458.38,291,29% off,2.3
S5716,B05716,D6716,P5716,371.32,376,39% off,4.3
S5717,B05717,D6717,P5717,931.95,273,28% off,2.7
S5718,B05718,D6718,P5718,111.73,480,22% off,2.4
S5719,B05719,D6719,P5719,310.36,106,46% off,2.6
S5720,B05720,D6720,P5720,378.37,142,39% off,3.1
S5721,B05721,D6721,P5721,156.52,428,47% off,1.6
S5722,B05722,D6722,P5722,763.87,205,31% off,1.5
S5723,B05723,D6723,P5723,970.73,229,26% off,4.1
S5724,B05724,D6724,P5724,846.45,426,5% off,2.2
S5725,B05725,D6725,P5725,798.67,180,30% off,3.7
S5726,B05726,D6726,P5726,999.2,320,42% off,4.6
S5727,B05727,D6727,P5727,357.43,434,20% off,3.6
S5728,B05728,D6728,P5728,364.66,206,47% off,2.5
S5729,B05729,D6729,P5729,579.38,247,24% off,2.8
S5730,B05730,D6730,P5730,400.43,151,23% off,2.2
S5731,B05731,D6731,P5731,636.61,416,32% off,1.3
S5732,B05732,D6732,P5732,832.04,396,7% off,2.8
S5733,B05733,D6733,P5733,351.41,234,13% off,4.6
S5734,B05734,D6734,P5734,121.44,87,42% off,3.4
S5735,B05735,D6735,P5735,823.51,286,40% off,3.6
S5736,B05736,D6736,P5736,528.05,195,30% off,4.1
S5737,B05737,D6737,P5737,494.76,228,31% off,1.7
S5738,B05738,D6738,P5738,894.37,274,47% off,1.8
S5739,B05739,D6739,P5739,279.61,350,15% off,1.8
S5740,B05740,D6740,P5740,244.28,353,25% off,1.4
S5741,B05741,D6741,P5741,594.37,101,37% off,4.3
S5742,B05742,D6742,P5742,856.12,202,31% off,4
S5743,B05743,D6743,P5743,969.98,281,9% off,3.9
S5744,B05744,D6744,P5744,681.67,205,24% off,2.2
S5745,B05745,D6745,P5745,648.34,330,36% off,3.3
S5746,B05746,D6746,P5746,562.26,279,33% off,1.4
S5747,B05747,D6747,P5747,359.37,4,13% off,2.3
S5748,B05748,D6748,P5748,433.01,440,8% off,4.5
S5749,B05749,D6749,P5749,838.46,57,19% off,2.1
S5750,B05750,D6750,P5750,726.6,237,29% off,1.2
S5751,B05751,D6751,P5751,908.65,100,43% off,4.2
S5752,B05752,D6752,P5752,157.28,420,29% off,3.9
S5753,B05753,D6753,P5753,493.03,307,10% off,3.9
S5754,B05754,D6754,P5754,360.66,369,7% off,1.8
S5755,B05755,D6755,P5755,133.85,116,50% off,1.6
S5756,B05756,D6756,P5756,804.69,202,27% off,3
S5757,B05757,D6757,P5757,261.53,298,42% off,1.2
S5758,B05758,D6758,P5758,882.98,451,7% off,3.3
S5759,B05759,D6759,P5759,110.67,134,8% off,2.1
S5760,B05760,D6760,P5760,226.68,412,49% off,2
S5761,B05761,D6761,P5761,291.09,4,7% off,1.6
S5762,B05762,D6762,P5762,735.47,386,46% off,4.3
S5763,B05763,D6763,P5763,310.88,467,46% off,3.5
S5764,B05764,D6764,P5764,401.09,425,13% off,2.1
S5765,B05765,D6765,P5765,159.81,49,12% off,1.4
S5766,B05766,D6766,P5766,567.41,490,35% off,2.4
S5767,B05767,D6767,P5767,473.46,493,9% off,4.8
S5768,B05768,D6768,P5768,117.29,362,27% off,1.4
S5769,B05769,D6769,P5769,903.16,57,20% off,5
S5770,B05770,D6770,P5770,451.72,64,11% off,3.7
S5771,B05771,D6771,P5771,144.33,236,18% off,4.2
S5772,B05772,D6772,P5772,357.32,479,27% off,3.5
S5773,B05773,D6773,P5773,732.71,276,9% off,1.1
S5774,B05774,D6774,P5774,838.14,402,13% off,2.3
S5775,B05775,D6775,P5775,611.88,246,37% off,4.2
S5776,B05776,D6776,P5776,564.64,91,48% off,1.2
S5777,B05777,D6777,P5777,806.17,120,24% off,1.9
S5778,B05778,D6778,P5778,597.04,367,33% off,4.8
S5779,B05779,D6779,P5779,276.55,45,15% off,4.5
S5780,B05780,D6780,P5780,678.16,296,22% off,3.7
S5781,B05781,D6781,P5781,608.42,35,39% off,1.1
S5782,B05782,D6782,P5782,660.92,152,31% off,3
S5783,B05783,D6783,P5783,104.71,21,46% off,3.9
S5784,B05784,D6784,P5784,469.46,249,14% off,2.9
S5785,B05785,D6785,P5785,499.49,254,13% off,3.6
S5786,B05786,D6786,P5786,770.09,306,10% off,1.1
S5787,B05787,D6787,P5787,126.59,347,43% off,3.9
S5788,B05788,D6788,P5788,846.95,331,40% off,4.4
S5789,B05789,D6789,P5789,950.16,255,21% off,2.5
S5790,B05790,D6790,P5790,834.31,289,27% off,1.2
S5791,B05791,D6791,P5791,488.24,38,49% off,2.5
S5792,B05792,D6792,P5792,672.05,366,36% off,3.1
S5793,B05793,D6793,P5793,942.49,17,19% off,2.8
S5794,B05794,D6794,P5794,637.69,488,33% off,2.6
S5795,B05795,D6795,P5795,505.31,477,11% off,2
S5796,B05796,D6796,P5796,851.89,166,20% off,2.7
S5797,B05797,D6797,P5797,749.7,59,9% off,3.4
S5798,B05798,D6798,P5798,613.82,199,22% off,3.5
S5799,B05799,D6799,P5799,816.02,330,6% off,3.9
S5800,B05800,D6800,P5800,925.85,220,5% off,1.4
S5801,B05801,D6801,P5801,533.9,491,38% off,1.6
S5802,B05802,D6802,P5802,430.85,177,37% off,4.3
S5803,B05803,D6803,P5803,167.77,267,18% off,3.9
S5804,B05804,D6804,P5804,990.52,186,26% off,3.9
S5805,B05805,D6805,P5805,449.35,323,46% off,2.6
S5806,B05806,D6806,P5806,879.64,350,12% off,3.8
S5807,B05807,D6807,P5807,866.99,171,45% off,4.7
S5808,B05808,D6808,P5808,553.99,247,13% off,4.5
S5809,B05809,D6809,P5809,537.83,184,17% off,2.3
S5810,B05810,D6810,P5810,792.09,337,26% off,1.8
S5811,B05811,D6811,P5811,687.46,356,9% off,2.5
S5812,B05812,D6812,P5812,373.43,497,11% off,3.3
S5813,B05813,D6813,P5813,743.18,229,19% off,2.3
S5814,B05814,D6814,P5814,573.54,481,48% off,3.4
S5815,B05815,D6815,P5815,494.83,439,10% off,1.7
S5816,B05816,D6816,P5816,407.75,380,22% off,1.5
S5817,B05817,D6817,P5817,618.03,126,26% off,2
S5818,B05818,D6818,P5818,145.43,290,39% off,2.2
S5819,B05819,D6819,P5819,780.52,376,9% off,1.5
S5820,B05820,D6820,P5820,884.37,185,19% off,1.3
S5821,B05821,D6821,P5821,415.77,125,29% off,2.8
S5822,B05822,D6822,P5822,813.55,320,42% off,2.9
S5823,B05823,D6823,P5823,167.33,87,28% off,1
S5824,B05824,D6824,P5824,846.29,455,44% off,4.2
S5825,B05825,D6825,P5825,201.32,62,22% off,3.4
S5826,B05826,D6826,P5826,934.82,459,50% off,1.2
S5827,B05827,D6827,P5827,379.13,354,42% off,1.5
S5828,B05828,D6828,P5828,135.27,294,38% off,3.2
S5829,B05829,D6829,P5829,851.17,199,37% off,2.5
S5830,B05830,D6830,P5830,499.13,418,34% off,4.6
S5831,B05831,D6831,P5831,531.51,382,23% off,3.3
S5832,B05832,D6832,P5832,427.87,492,34% off,4.8
S5833,B05833,D6833,P5833,533.89,103,10% off,2.2
S5834,B05834,D6834,P5834,863.1,160,9% off,3.7
S5835,B05835,D6835,P5835,860.91,214,19% off,1.3
S5836,B05836,D6836,P5836,647.26,275,23% off,3.8
S5837,B05837,D6837,P5837,349.25,456,38% off,4.4
S5838,B05838,D6838,P5838,564.75,94,43% off,1.1
S5839,B05839,D6839,P5839,536.06,353,8% off,2.6
S5840,B05840,D6840,P5840,732.74,445,50% off,1.6
S5841,B05841,D6841,P5841,788.16,50,22% off,2
S5842,B05842,D6842,P5842,455.72,96,45% off,3.8
S5843,B05843,D6843,P5843,714.68,135,5% off,2.7
S5844,B05844,D6844,P5844,412.75,147,7% off,3.3
S5845,B05845,D6845,P5845,636.99,90,15% off,3.1
S5846,B05846,D6846,P5846,729.94,11,11% off,4.7
S5847,B05847,D6847,P5847,798.09,411,26% off,1
S5848,B05848,D6848,P5848,502.69,126,45% off,3.1
S5849,B05849,D6849,P5849,609.5,481,19% off,4.8
S5850,B05850,D6850,P5850,763.51,145,23% off,1.4
S5851,B05851,D6851,P5851,422.27,393,42% off,4.9
S5852,B05852,D6852,P5852,252.91,194,32% off,2.8
S5853,B05853,D6853,P5853,810.43,42,50% off,4.3
S5854,B05854,D6854,P5854,554.04,396,33% off,1.8
S5855,B05855,D6855,P5855,124.19,228,34% off,3
S5856,B05856,D6856,P5856,532.76,383,6% off,4.2
S5857,B05857,D6857,P5857,212.2,482,32% off,2.3
S5858,B05858,D6858,P5858,402.64,290,49% off,1.5
S5859,B05859,D6859,P5859,308.19,385,28% off,4.8
S5860,B05860,D6860,P5860,839.9,200,18% off,3.4
S5861,B05861,D6861,P5861,134.29,142,20% off,2.3
S5862,B05862,D6862,P5862,848.33,19,37% off,1.6
S5863,B05863,D6863,P5863,641.7,463,38% off,4.4
S5864,B05864,D6864,P5864,484.26,231,39% off,1.2
S5865,B05865,D6865,P5865,933.45,447,41% off,4.2
S5866,B05866,D6866,P5866,947.24,195,25% off,4.4
S5867,B05867,D6867,P5867,910.18,271,21% off,1
S5868,B05868,D6868,P5868,901.77,327,14% off,1.7
S5869,B05869,D6869,P5869,990.18,162,29% off,3.1
S5870,B05870,D6870,P5870,686.71,211,15% off,4
S5871,B05871,D6871,P5871,722.04,331,29% off,1.6
S5872,B05872,D6872,P5872,670.93,22,50% off,1.6
S5873,B05873,D6873,P5873,731.22,389,15% off,4.8
S5874,B05874,D6874,P5874,478.31,356,49% off,5
S5875,B05875,D6875,P5875,242.18,29,12% off,2.5
S5876,B05876,D6876,P5876,842.2,432,10% off,2.6
S5877,B05877,D6877,P5877,280.26,169,50% off,3.5
S5878,B05878,D6878,P5878,569.63,434,47% off,2.8
S5879,B05879,D6879,P5879,165.45,154,35% off,3.3
S5880,B05880,D6880,P5880,744.83,265,43% off,1.6
S5881,B05881,D6881,P5881,513.22,358,35% off,3.3
S5882,B05882,D6882,P5882,860.81,388,50% off,1
S5883,B05883,D6883,P5883,158.61,52,17% off,4.3
S5884,B05884,D6884,P5884,693.51,314,15% off,4.2
S5885,B05885,D6885,P5885,822.96,494,10% off,1.7
S5886,B05886,D6886,P5886,890.7,111,29% off,2.9
S5887,B05887,D6887,P5887,686.27,421,20% off,4.5
S5888,B05888,D6888,P5888,152.93,468,35% off,2.1
S5889,B05889,D6889,P5889,876.17,337,9% off,2.3
S5890,B05890,D6890,P5890,146.99,313,10% off,2.9
S5891,B05891,D6891,P5891,976.33,462,25% off,3.5
S5892,B05892,D6892,P5892,828.41,215,10% off,1.3
S5893,B05893,D6893,P5893,804.38,55,36% off,4.8
S5894,B05894,D6894,P5894,799.04,211,27% off,1.4
S5895,B05895,D6895,P5895,891.57,398,33% off,2.2
S5896,B05896,D6896,P5896,232.48,180,21% off,4.8
S5897,B05897,D6897,P5897,702.35,17,42% off,1.9
S5898,B05898,D6898,P5898,877.15,429,18% off,2.5
S5899,B05899,D6899,P5899,582.27,289,12% off,4.9
S5900,B05900,D6900,P5900,917.19,425,29% off,1.5
S5901,B05901,D6901,P5901,410.79,28,19% off,2.7
S5902,B05902,D6902,P5902,484.97,388,37% off,4.1
S5903,B05903,D6903,P5903,697.58,86,11% off,1.3
S5904,B05904,D6904,P5904,807.28,161,31% off,1.1
S5905,B05905,D6905,P5905,383.67,355,42% off,4.6
S5906,B05906,D6906,P5906,176.31,461,32% off,2.5
S5907,B05907,D6907,P5907,867.98,254,33% off,1.3
S5908,B05908,D6908,P5908,870.33,319,20% off,3.5
S5909,B05909,D6909,P5909,142.71,469,46% off,2
S5910,B05910,D6910,P5910,745.27,53,23% off,4.5
S5911,B05911,D6911,P5911,352.53,348,21% off,1.5
S5912,B05912,D6912,P5912,643.56,156,42% off,4.8
S5913,B05913,D6913,P5913,673.71,94,6% off,1.2
S5914,B05914,D6914,P5914,267.07,388,17% off,2
S5915,B05915,D6915,P5915,595.08,287,5% off,4.4
S5916,B05916,D6916,P5916,342.63,90,33% off,4.4
S5917,B05917,D6917,P5917,218.65,12,50% off,2.3
S5918,B05918,D6918,P5918,269.44,301,14% off,4.6
S5919,B05919,D6919,P5919,503.32,353,21% off,1.6
S5920,B05920,D6920,P5920,429.29,106,13% off,2.1
S5921,B05921,D6921,P5921,257.55,463,37% off,3.7
S5922,B05922,D6922,P5922,705.58,406,28% off,4.1
S5923,B05923,D6923,P5923,213.31,240,31% off,1.3
S5924,B05924,D6924,P5924,246.7,188,19% off,3
S5925,B05925,D6925,P5925,334.91,244,47% off,4.3
S5926,B05926,D6926,P5926,635.24,2,40% off,4.2
S5927,B05927,D6927,P5927,769.02,403,11% off,3.8
S5928,B05928,D6928,P5928,570.11,12,8% off,4.4
S5929,B05929,D6929,P5929,257.57,76,33% off,1.1
S5930,B05930,D6930,P5930,918.05,376,31% off,4.7
S5931,B05931,D6931,P5931,184.28,493,23% off,1.1
S5932,B05932,D6932,P5932,641.02,278,12% off,2.8
S5933,B05933,D6933,P5933,527.58,382,15% off,1.1
S5934,B05934,D6934,P5934,773.68,163,38% off,4.3
S5935,B05935,D6935,P5935,342.81,151,37% off,1.6
S5936,B05936,D6936,P5936,949.82,468,43% off,1
S5937,B05937,D6937,P5937,672.38,480,26% off,3.3
S5938,B05938,D6938,P5938,894.89,339,42% off,1.5
S5939,B05939,D6939,P5939,776.01,166,5% off,2
S5940,B05940,D6940,P5940,178.2,38,45% off,2
S5941,B05941,D6941,P5941,147.93,333,31% off,3.5
S5942,B05942,D6942,P5942,581.69,493,38% off,1.7
S5943,B05943,D6943,P5943,732.67,398,39% off,3.7
S5944,B05944,D6944,P5944,186.65,305,25% off,4.2
S5945,B05945,D6945,P5945,446.69,256,23% off,1.9
S5946,B05946,D6946,P5946,895.24,97,21% off,3.3
S5947,B05947,D6947,P5947,366.6,364,24% off,1
S5948,B05948,D6948,P5948,624.08,494,44% off,3.9
S5949,B05949,D6949,P5949,900.27,376,7% off,4.4
S5950,B05950,D6950,P5950,796.11,230,30% off,4.8
S5951,B05951,D6951,P5951,899.99,98,13% off,3.2
S5952,B05952,D6952,P5952,348.5,38,35% off,3.1
S5953,B05953,D6953,P5953,757.76,164,23% off,4
S5954,B05954,D6954,P5954,623.98,492,10% off,2.8
S5955,B05955,D6955,P5955,350.39,144,12% off,4.3
S5956,B05956,D6956,P5956,486.13,207,13% off,1.3
S5957,B05957,D6957,P5957,158.57,314,22% off,2.1
S5958,B05958,D6958,P5958,743.98,205,44% off,2.2
S5959,B05959,D6959,P5959,866.09,398,26% off,3.5
S5960,B05960,D6960,P5960,694.97,63,28% off,2.4
S5961,B05961,D6961,P5961,116.78,441,7% off,1.7
S5962,B05962,D6962,P5962,469.43,53,14% off,1.6
S5963,B05963,D6963,P5963,231.09,140,34% off,4.4
S5964,B05964,D6964,P5964,440.8,373,26% off,3.4
S5965,B05965,D6965,P5965,795.92,427,23% off,3.1
S5966,B05966,D6966,P5966,200.4,317,34% off,2.2
S5967,B05967,D6967,P5967,124.7,294,43% off,3.9
S5968,B05968,D6968,P5968,572.23,290,33% off,4
S5969,B05969,D6969,P5969,937.53,390,44% off,1.9
S5970,B05970,D6970,P5970,537.73,110,34% off,4.5
S5971,B05971,D6971,P5971,759.79,491,43% off,1.1
S5972,B05972,D6972,P5972,618.82,230,48% off,3.3
S5973,B05973,D6973,P5973,220.72,473,20% off,3.7
S5974,B05974,D6974,P5974,331.21,403,34% off,4.9
S5975,B05975,D6975,P5975,371.58,65,44% off,2
S5976,B05976,D6976,P5976,354.67,248,11% off,3.7
S5977,B05977,D6977,P5977,750.46,138,8% off,2.4
S5978,B05978,D6978,P5978,804.27,381,19% off,2.7
S5979,B05979,D6979,P5979,117.04,25,27% off,2.4
S5980,B05980,D6980,P5980,398.27,88,37% off,1.4
S5981,B05981,D6981,P5981,822.28,317,50% off,4.7
S5982,B05982,D6982,P5982,651.8,260,29% off,2.1
S5983,B05983,D6983,P5983,964.27,363,25% off,2.1
S5984,B05984,D6984,P5984,983.28,21,40% off,2.7
S5985,B05985,D6985,P5985,359.61,340,32% off,3.6
S5986,B05986,D6986,P5986,856.97,198,10% off,1.9
S5987,B05987,D6987,P5987,150.69,283,8% off,4.7
S5988,B05988,D6988,P5988,971.4,429,26% off,2.3
S5989,B05989,D6989,P5989,158.99,56,36% off,2.9
S5990,B05990,D6990,P5990,370.02,452,8% off,3.8
S5991,B05991,D6991,P5991,644.13,206,44% off,3.4
S5992,B05992,D6992,P5992,229.4,91,43% off,3.8
S5993,B05993,D6993,P5993,712.37,195,21% off,2.2
S5994,B05994,D6994,P5994,376.72,120,41% off,1.4
S5995,B05995,D6995,P5995,123.22,35,44% off,4.9
S5996,B05996,D6996,P5996,565.22,261,26% off,3.3
S5997,B05997,D6997,P5997,698.43,243,39% off,4.3
S5998,B05998,D6998,P5998,641.31,128,29% off,3.5
S5999,B05999,D6999,P5999,216.64,225,28% off,1.2
S6000,B06000,D7000,P6000,639.68,232,48% off,5
S6001,B06001,D7001,P6001,103.67,186,24% off,2.3
S6002,B06002,D7002,P6002,234.16,132,33% off,3.2
S6003,B06003,D7003,P6003,186,324,25% off,3.9
S6004,B06004,D7004,P6004,157.25,377,42% off,2.6
S6005,B06005,D7005,P6005,694.82,373,10% off,1.7
S6006,B06006,D7006,P6006,160.71,344,45% off,1.8
S6007,B06007,D7007,P6007,784.83,83,19% off,3.1
S6008,B06008,D7008,P6008,304.28,30,6% off,4.8
S6009,B06009,D7009,P6009,509.56,227,26% off,4.2
S6010,B06010,D7010,P6010,743.61,345,15% off,4.7
S6011,B06011,D7011,P6011,877.6,188,44% off,3.8
S6012,B06012,D7012,P6012,585.84,135,39% off,3.3
S6013,B06013,D7013,P6013,170.68,217,38% off,2
S6014,B06014,D7014,P6014,956.55,234,15% off,2.4
S6015,B06015,D7015,P6015,377.88,112,15% off,1.9
