Date_ID,Sales_Date,Day,Month,Quarter,Year,Weekday
D5543,13-08-2025,13,8,Q3,2025,Wednesday
D5544,08-06-2024,8,6,Q2,2024,Saturday
D5545,27-06-2025,27,6,Q2,2025,Friday
D5546,04-07-2024,4,7,Q3,2024,Thursday
D5547,27-01-2024,27,1,Q1,2024,Saturday
D5548,12-08-2024,12,8,Q3,2024,Monday
D5549,15-12-2023,15,12,Q4,2023,Friday
D5550,09-08-2024,9,8,Q3,2024,Friday
D5551,14-02-2025,14,2,Q1,2025,Friday
D5552,09-10-2024,9,10,Q4,2024,Wednesday
D5553,14-10-2025,14,10,Q4,2025,Tuesday
D5554,09-10-2024,9,10,Q4,2024,Wednesday
D5555,03-07-2025,3,7,Q3,2025,Thursday
D5556,02-02-2025,2,2,Q1,2025,Sunday
D5557,24-12-2024,24,12,Q4,2024,Tuesday
D5558,01-03-2024,1,3,Q1,2024,Friday
D5559,24-02-2025,24,2,Q1,2025,Monday
D5560,11-08-2025,11,8,Q3,2025,Monday
D5561,20-05-2025,20,5,Q2,2025,Tuesday
D5562,31-05-2024,31,5,Q2,2024,Friday
D5563,15-05-2024,15,5,Q2,2024,Wednesday
D5564,05-09-2025,5,9,Q3,2025,Friday
D5565,24-08-2024,24,8,Q3,2024,Saturday
D5566,10-03-2025,10,3,Q1,2025,Monday
D5567,12-11-2024,12,11,Q4,2024,Tuesday
D5568,21-06-2025,21,6,Q2,2025,Saturday
D5569,17-05-2024,17,5,Q2,2024,Friday
D5570,13-02-2025,13,2,Q1,2025,Thursday
D5571,12-06-2024,12,6,Q2,2024,Wednesday
D5572,30-10-2023,30,10,Q4,2023,Monday
D5573,28-03-2024,28,3,Q1,2024,Thursday
D5574,02-03-2025,2,3,Q1,2025,Sunday
D5575,25-12-2024,25,12,Q4,2024,Wednesday
D5576,16-12-2024,16,12,Q4,2024,Monday
D5577,20-12-2023,20,12,Q4,2023,Wednesday
D5578,19-07-2025,19,7,Q3,2025,Saturday
D5579,15-11-2024,15,11,Q4,2024,Friday
D5580,15-03-2024,15,3,Q1,2024,Friday
D5581,10-09-2024,10,9,Q3,2024,Tuesday
D5582,15-09-2024,15,9,Q3,2024,Sunday
D5583,20-02-2025,20,2,Q1,2025,Thursday
D5584,01-06-2025,1,6,Q2,2025,Sunday
D5585,25-03-2024,25,3,Q1,2024,Monday
D5586,25-04-2024,25,4,Q2,2024,Thursday
D5587,01-11-2023,1,11,Q4,2023,Wednesday
D5588,13-10-2024,13,10,Q4,2024,Sunday
D5589,09-01-2024,9,1,Q1,2024,Tuesday
D5590,28-11-2024,28,11,Q4,2024,Thursday
D5591,11-07-2025,11,7,Q3,2025,Friday
D5592,06-10-2024,6,10,Q4,2024,Sunday
D5593,12-02-2025,12,2,Q1,2025,Wednesday
D5594,29-08-2024,29,8,Q3,2024,Thursday
D5595,28-06-2024,28,6,Q2,2024,Friday
D5596,04-01-2024,4,1,Q1,2024,Thursday
D5597,12-01-2024,12,1,Q1,2024,Friday
D5598,06-09-2024,6,9,Q3,2024,Friday
D5599,09-09-2024,9,9,Q3,2024,Monday
D5600,19-07-2025,19,7,Q3,2025,Saturday
D5601,18-03-2024,18,3,Q1,2024,Monday
D5602,10-06-2025,10,6,Q2,2025,Tuesday
D5603,05-12-2024,5,12,Q4,2024,Thursday
D5604,31-01-2025,31,1,Q1,2025,Friday
D5605,26-08-2024,26,8,Q3,2024,Monday
D5606,20-01-2025,20,1,Q1,2025,Monday
D5607,15-05-2025,15,5,Q2,2025,Thursday
D5608,27-06-2025,27,6,Q2,2025,Friday
D5609,05-02-2025,5,2,Q1,2025,Wednesday
D5610,01-03-2025,1,3,Q1,2025,Saturday
D5611,01-12-2024,1,12,Q4,2024,Sunday
D5612,12-08-2024,12,8,Q3,2024,Monday
D5613,24-11-2024,24,11,Q4,2024,Sunday
D5614,30-08-2025,30,8,Q3,2025,Saturday
D5615,30-08-2024,30,8,Q3,2024,Friday
D5616,14-06-2024,14,6,Q2,2024,Friday
D5617,23-03-2024,23,3,Q1,2024,Saturday
D5618,10-04-2024,10,4,Q2,2024,Wednesday
D5619,05-07-2025,5,7,Q3,2025,Saturday
D5620,05-07-2025,5,7,Q3,2025,Saturday
D5621,23-03-2025,23,3,Q1,2025,Sunday
D5622,09-08-2024,9,8,Q3,2024,Friday
D5623,01-11-2023,1,11,Q4,2023,Wednesday
D5624,01-12-2023,1,12,Q4,2023,Friday
D5625,29-03-2025,29,3,Q1,2025,Saturday
D5626,10-04-2024,10,4,Q2,2024,Wednesday
D5627,20-11-2024,20,11,Q4,2024,Wednesday
D5628,06-10-2025,6,10,Q4,2025,Monday
D5629,09-10-2024,9,10,Q4,2024,Wednesday
D5630,26-02-2025,26,2,Q1,2025,Wednesday
D5631,01-12-2023,1,12,Q4,2023,Friday
D5632,16-08-2025,16,8,Q3,2025,Saturday
D5633,21-04-2025,21,4,Q2,2025,Monday
D5634,01-01-2025,1,1,Q1,2025,Wednesday
D5635,06-02-2024,6,2,Q1,2024,Tuesday
D5636,25-02-2024,25,2,Q1,2024,Sunday
D5637,13-10-2024,13,10,Q4,2024,Sunday
D5638,13-08-2024,13,8,Q3,2024,Tuesday
D5639,19-08-2025,19,8,Q3,2025,Tuesday
D5640,01-09-2024,1,9,Q3,2024,Sunday
D5641,23-03-2024,23,3,Q1,2024,Saturday
D5642,17-01-2025,17,1,Q1,2025,Friday
D5643,03-08-2024,3,8,Q3,2024,Saturday
D5644,23-02-2024,23,2,Q1,2024,Friday
D5645,04-03-2025,4,3,Q1,2025,Tuesday
D5646,10-09-2025,10,9,Q3,2025,Wednesday
D5647,17-02-2024,17,2,Q1,2024,Saturday
D5648,10-08-2024,10,8,Q3,2024,Saturday
D5649,13-07-2024,13,7,Q3,2024,Saturday
D5650,16-01-2024,16,1,Q1,2024,Tuesday
D5651,25-06-2024,25,6,Q2,2024,Tuesday
D5652,22-12-2023,22,12,Q4,2023,Friday
D5653,04-01-2024,4,1,Q1,2024,Thursday
D5654,03-12-2024,3,12,Q4,2024,Tuesday
D5655,14-02-2024,14,2,Q1,2024,Wednesday
D5656,16-05-2025,16,5,Q2,2025,Friday
D5657,24-08-2025,24,8,Q3,2025,Sunday
D5658,16-11-2024,16,11,Q4,2024,Saturday
D5659,07-01-2025,7,1,Q1,2025,Tuesday
D5660,07-11-2023,7,11,Q4,2023,Tuesday
D5661,07-09-2025,7,9,Q3,2025,Sunday
D5662,14-04-2025,14,4,Q2,2025,Monday
D5663,24-06-2025,24,6,Q2,2025,Tuesday
D5664,10-08-2024,10,8,Q3,2024,Saturday
D5665,07-04-2024,7,4,Q2,2024,Sunday
D5666,11-11-2023,11,11,Q4,2023,Saturday
D5667,26-08-2025,26,8,Q3,2025,Tuesday
D5668,25-04-2025,25,4,Q2,2025,Friday
D5669,29-09-2024,29,9,Q3,2024,Sunday
D5670,10-01-2024,10,1,Q1,2024,Wednesday
D5671,29-05-2025,29,5,Q2,2025,Thursday
D5672,16-11-2024,16,11,Q4,2024,Saturday
D5673,23-03-2025,23,3,Q1,2025,Sunday
D5674,01-08-2024,1,8,Q3,2024,Thursday
D5675,04-08-2024,4,8,Q3,2024,Sunday
D5676,01-03-2025,1,3,Q1,2025,Saturday
D5677,01-07-2025,1,7,Q3,2025,Tuesday
D5678,04-02-2025,4,2,Q1,2025,Tuesday
D5679,02-10-2025,2,10,Q4,2025,Thursday
D5680,07-04-2024,7,4,Q2,2024,Sunday
D5681,27-10-2023,27,10,Q4,2023,Friday
D5682,01-02-2024,1,2,Q1,2024,Thursday
D5683,19-08-2024,19,8,Q3,2024,Monday
D5684,23-01-2025,23,1,Q1,2025,Thursday
D5685,24-06-2025,24,6,Q2,2025,Tuesday
D5686,11-07-2025,11,7,Q3,2025,Friday
D5687,03-09-2025,3,9,Q3,2025,Wednesday
D5688,07-06-2025,7,6,Q2,2025,Saturday
D5689,11-03-2025,11,3,Q1,2025,Tuesday
D5690,18-08-2024,18,8,Q3,2024,Sunday
D5691,03-11-2024,3,11,Q4,2024,Sunday
D5692,03-08-2025,3,8,Q3,2025,Sunday
D5693,24-06-2025,24,6,Q2,2025,Tuesday
D5694,25-01-2024,25,1,Q1,2024,Thursday
D5695,09-06-2024,9,6,Q2,2024,Sunday
D5696,04-12-2024,4,12,Q4,2024,Wednesday
D5697,24-06-2024,24,6,Q2,2024,Monday
D5698,20-08-2025,20,8,Q3,2025,Wednesday
D5699,16-12-2023,16,12,Q4,2023,Saturday
D5700,21-05-2024,21,5,Q2,2024,Tuesday
D5701,01-07-2025,1,7,Q3,2025,Tuesday
D5702,18-11-2024,18,11,Q4,2024,Monday
D5703,20-05-2025,20,5,Q2,2025,Tuesday
D5704,24-01-2025,24,1,Q1,2025,Friday
D5705,29-12-2024,29,12,Q4,2024,Sunday
D5706,23-12-2024,23,12,Q4,2024,Monday
D5707,04-10-2024,4,10,Q4,2024,Friday
D5708,05-03-2024,5,3,Q1,2024,Tuesday
D5709,05-12-2023,5,12,Q4,2023,Tuesday
D5710,15-12-2024,15,12,Q4,2024,Sunday
D5711,10-06-2024,10,6,Q2,2024,Monday
D5712,26-04-2025,26,4,Q2,2025,Saturday
D5713,18-09-2024,18,9,Q3,2024,Wednesday
D5714,19-06-2024,19,6,Q2,2024,Wednesday
D5715,15-07-2024,15,7,Q3,2024,Monday
D5716,31-01-2025,31,1,Q1,2025,Friday
D5717,03-11-2023,3,11,Q4,2023,Friday
D5718,09-08-2025,9,8,Q3,2025,Saturday
D5719,12-11-2023,12,11,Q4,2023,Sunday
D5720,18-12-2023,18,12,Q4,2023,Monday
D5721,21-09-2024,21,9,Q3,2024,Saturday
D5722,21-10-2025,21,10,Q4,2025,Tuesday
D5723,21-11-2024,21,11,Q4,2024,Thursday
D5724,02-12-2023,2,12,Q4,2023,Saturday
D5725,12-06-2024,12,6,Q2,2024,Wednesday
D5726,06-01-2025,6,1,Q1,2025,Monday
D5727,03-10-2025,3,10,Q4,2025,Friday
D5728,22-12-2024,22,12,Q4,2024,Sunday
D5729,18-08-2025,18,8,Q3,2025,Monday
D5730,11-09-2024,11,9,Q3,2024,Wednesday
D5731,11-07-2025,11,7,Q3,2025,Friday
D5732,26-02-2025,26,2,Q1,2025,Wednesday
D5733,03-09-2024,3,9,Q3,2024,Tuesday
D5734,05-06-2025,5,6,Q2,2025,Thursday
D5735,24-05-2025,24,5,Q2,2025,Saturday
D5736,28-08-2025,28,8,Q3,2025,Thursday
D5737,13-05-2025,13,5,Q2,2025,Tuesday
D5738,07-02-2024,7,2,Q1,2024,Wednesday
D5739,04-06-2024,4,6,Q2,2024,Tuesday
D5740,07-07-2024,7,7,Q3,2024,Sunday
D5741,13-04-2024,13,4,Q2,2024,Saturday
D5742,01-03-2024,1,3,Q1,2024,Friday
D5743,16-08-2025,16,8,Q3,2025,Saturday
D5744,18-10-2024,18,10,Q4,2024,Friday
D5745,06-05-2024,6,5,Q2,2024,Monday
D5746,15-11-2023,15,11,Q4,2023,Wednesday
D5747,07-09-2024,7,9,Q3,2024,Saturday
D5748,18-04-2025,18,4,Q2,2025,Friday
D5749,19-06-2025,19,6,Q2,2025,Thursday
D5750,03-04-2024,3,4,Q2,2024,Wednesday
D5751,10-02-2025,10,2,Q1,2025,Monday
D5752,29-08-2025,29,8,Q3,2025,Friday
D5753,02-05-2025,2,5,Q2,2025,Friday
D5754,09-09-2025,9,9,Q3,2025,Tuesday
D5755,10-07-2025,10,7,Q3,2025,Thursday
D5756,16-04-2025,16,4,Q2,2025,Wednesday
D5757,11-10-2024,11,10,Q4,2024,Friday
D5758,22-10-2024,22,10,Q4,2024,Tuesday
D5759,06-05-2024,6,5,Q2,2024,Monday
D5760,13-05-2024,13,5,Q2,2024,Monday
D5761,02-09-2024,2,9,Q3,2024,Monday
D5762,10-07-2024,10,7,Q3,2024,Wednesday
D5763,13-02-2025,13,2,Q1,2025,Thursday
D5764,02-08-2025,2,8,Q3,2025,Saturday
D5765,29-06-2025,29,6,Q2,2025,Sunday
D5766,10-05-2024,10,5,Q2,2024,Friday
D5767,07-11-2023,7,11,Q4,2023,Tuesday
D5768,21-06-2024,21,6,Q2,2024,Friday
D5769,09-12-2023,9,12,Q4,2023,Saturday
D5770,24-10-2024,24,10,Q4,2024,Thursday
D5771,16-07-2025,16,7,Q3,2025,Wednesday
D5772,07-11-2024,7,11,Q4,2024,Thursday
D5773,23-01-2024,23,1,Q1,2024,Tuesday
D5774,23-04-2024,23,4,Q2,2024,Tuesday
D5775,09-05-2024,9,5,Q2,2024,Thursday
D5776,09-02-2024,9,2,Q1,2024,Friday
D5777,23-06-2024,23,6,Q2,2024,Sunday
D5778,25-01-2025,25,1,Q1,2025,Saturday
D5779,11-12-2023,11,12,Q4,2023,Monday
D5780,16-02-2025,16,2,Q1,2025,Sunday
D5781,31-03-2025,31,3,Q1,2025,Monday
D5782,11-11-2024,11,11,Q4,2024,Monday
D5783,01-07-2024,1,7,Q3,2024,Monday
D5784,22-07-2024,22,7,Q3,2024,Monday
D5785,12-05-2025,12,5,Q2,2025,Monday
D5786,29-11-2023,29,11,Q4,2023,Wednesday
D5787,10-08-2024,10,8,Q3,2024,Saturday
D5788,09-04-2025,9,4,Q2,2025,Wednesday
D5789,05-06-2025,5,6,Q2,2025,Thursday
D5790,30-08-2025,30,8,Q3,2025,Saturday
D5791,02-09-2025,2,9,Q3,2025,Tuesday
D5792,25-12-2024,25,12,Q4,2024,Wednesday
D5793,01-07-2024,1,7,Q3,2024,Monday
D5794,21-10-2024,21,10,Q4,2024,Monday
D5795,16-11-2023,16,11,Q4,2023,Thursday
D5796,11-08-2025,11,8,Q3,2025,Monday
D5797,24-09-2024,24,9,Q3,2024,Tuesday
D5798,29-05-2024,29,5,Q2,2024,Wednesday
D5799,05-08-2024,5,8,Q3,2024,Monday
D5800,30-03-2025,30,3,Q1,2025,Sunday
D5801,17-08-2024,17,8,Q3,2024,Saturday
D5802,04-10-2024,4,10,Q4,2024,Friday
D5803,20-11-2024,20,11,Q4,2024,Wednesday
D5804,24-01-2025,24,1,Q1,2025,Friday
D5805,25-01-2025,25,1,Q1,2025,Saturday
D5806,02-07-2024,2,7,Q3,2024,Tuesday
D5807,17-12-2024,17,12,Q4,2024,Tuesday
D5808,27-05-2024,27,5,Q2,2024,Monday
D5809,18-08-2025,18,8,Q3,2025,Monday
D5810,19-07-2024,19,7,Q3,2024,Friday
D5811,17-09-2025,17,9,Q3,2025,Wednesday
D5812,09-10-2025,9,10,Q4,2025,Thursday
D5813,09-09-2024,9,9,Q3,2024,Monday
D5814,14-01-2024,14,1,Q1,2024,Sunday
D5815,28-11-2023,28,11,Q4,2023,Tuesday
D5816,29-07-2024,29,7,Q3,2024,Monday
D5817,06-05-2024,6,5,Q2,2024,Monday
D5818,24-07-2025,24,7,Q3,2025,Thursday
D5819,21-08-2024,21,8,Q3,2024,Wednesday
D5820,03-02-2025,3,2,Q1,2025,Monday
D5821,15-11-2024,15,11,Q4,2024,Friday
D5822,30-10-2024,30,10,Q4,2024,Wednesday
D5823,02-11-2024,2,11,Q4,2024,Saturday
D5824,27-02-2024,27,2,Q1,2024,Tuesday
D5825,28-09-2025,28,9,Q3,2025,Sunday
D5826,03-01-2025,3,1,Q1,2025,Friday
D5827,16-08-2025,16,8,Q3,2025,Saturday
D5828,14-07-2024,14,7,Q3,2024,Sunday
D5829,26-05-2024,26,5,Q2,2024,Sunday
D5830,12-02-2025,12,2,Q1,2025,Wednesday
D5831,19-08-2025,19,8,Q3,2025,Tuesday
D5832,01-09-2024,1,9,Q3,2024,Sunday
D5833,07-03-2024,7,3,Q1,2024,Thursday
D5834,14-05-2025,14,5,Q2,2025,Wednesday
D5835,07-10-2025,7,10,Q4,2025,Tuesday
D5836,31-12-2024,31,12,Q4,2024,Tuesday
D5837,17-09-2025,17,9,Q3,2025,Wednesday
D5838,05-10-2025,5,10,Q4,2025,Sunday
D5839,02-07-2025,2,7,Q3,2025,Wednesday
D5840,04-10-2025,4,10,Q4,2025,Saturday
D5841,18-04-2024,18,4,Q2,2024,Thursday
D5842,10-10-2025,10,10,Q4,2025,Friday
D5843,21-02-2025,21,2,Q1,2025,Friday
D5844,01-02-2025,1,2,Q1,2025,Saturday
D5845,02-09-2025,2,9,Q3,2025,Tuesday
D5846,19-04-2024,19,4,Q2,2024,Friday
D5847,31-12-2024,31,12,Q4,2024,Tuesday
D5848,12-11-2024,12,11,Q4,2024,Tuesday
D5849,21-09-2025,21,9,Q3,2025,Sunday
D5850,29-01-2024,29,1,Q1,2024,Monday
D5851,22-05-2024,22,5,Q2,2024,Wednesday
D5852,17-03-2024,17,3,Q1,2024,Sunday
D5853,13-03-2025,13,3,Q1,2025,Thursday
D5854,27-05-2025,27,5,Q2,2025,Tuesday
D5855,25-03-2024,25,3,Q1,2024,Monday
D5856,26-09-2024,26,9,Q3,2024,Thursday
D5857,25-09-2025,25,9,Q3,2025,Thursday
D5858,10-10-2025,10,10,Q4,2025,Friday
D5859,03-01-2025,3,1,Q1,2025,Friday
D5860,17-02-2025,17,2,Q1,2025,Monday
D5861,15-12-2023,15,12,Q4,2023,Friday
D5862,06-09-2024,6,9,Q3,2024,Friday
D5863,01-10-2024,1,10,Q4,2024,Tuesday
D5864,23-09-2024,23,9,Q3,2024,Monday
D5865,16-04-2024,16,4,Q2,2024,Tuesday
D5866,21-10-2025,21,10,Q4,2025,Tuesday
D5867,10-12-2024,10,12,Q4,2024,Tuesday
D5868,17-12-2024,17,12,Q4,2024,Tuesday
D5869,09-05-2025,9,5,Q2,2025,Friday
D5870,16-03-2025,16,3,Q1,2025,Sunday
D5871,21-01-2024,21,1,Q1,2024,Sunday
D5872,14-10-2024,14,10,Q4,2024,Monday
D5873,30-08-2025,30,8,Q3,2025,Saturday
D5874,21-03-2025,21,3,Q1,2025,Friday
D5875,26-09-2025,26,9,Q3,2025,Friday
D5876,13-12-2023,13,12,Q4,2023,Wednesday
D5877,05-08-2024,5,8,Q3,2024,Monday
D5878,10-10-2025,10,10,Q4,2025,Friday
D5879,12-07-2025,12,7,Q3,2025,Saturday
D5880,10-12-2023,10,12,Q4,2023,Sunday
D5881,04-04-2025,4,4,Q2,2025,Friday
D5882,30-04-2025,30,4,Q2,2025,Wednesday
D5883,28-07-2025,28,7,Q3,2025,Monday
D5884,28-12-2023,28,12,Q4,2023,Thursday
D5885,23-04-2024,23,4,Q2,2024,Tuesday
D5886,22-02-2024,22,2,Q1,2024,Thursday
D5887,15-03-2025,15,3,Q1,2025,Saturday
D5888,24-05-2025,24,5,Q2,2025,Saturday
D5889,13-08-2024,13,8,Q3,2024,Tuesday
D5890,27-01-2025,27,1,Q1,2025,Monday
D5891,17-08-2024,17,8,Q3,2024,Saturday
D5892,17-01-2024,17,1,Q1,2024,Wednesday
D5893,07-08-2025,7,8,Q3,2025,Thursday
D5894,28-03-2025,28,3,Q1,2025,Friday
D5895,21-01-2024,21,1,Q1,2024,Sunday
D5896,25-01-2024,25,1,Q1,2024,Thursday
D5897,21-11-2023,21,11,Q4,2023,Tuesday
D5898,09-06-2024,9,6,Q2,2024,Sunday
D5899,06-11-2024,6,11,Q4,2024,Wednesday
D5900,05-01-2025,5,1,Q1,2025,Sunday
D5901,22-03-2024,22,3,Q1,2024,Friday
D5902,23-04-2024,23,4,Q2,2024,Tuesday
D5903,16-02-2024,16,2,Q1,2024,Friday
D5904,23-08-2025,23,8,Q3,2025,Saturday
D5905,13-07-2025,13,7,Q3,2025,Sunday
D5906,13-08-2025,13,8,Q3,2025,Wednesday
D5907,27-08-2024,27,8,Q3,2024,Tuesday
D5908,06-02-2025,6,2,Q1,2025,Thursday
D5909,04-03-2025,4,3,Q1,2025,Tuesday
D5910,29-04-2024,29,4,Q2,2024,Monday
D5911,19-08-2024,19,8,Q3,2024,Monday
D5912,11-10-2025,11,10,Q4,2025,Saturday
D5913,01-04-2024,1,4,Q2,2024,Monday
D5914,21-04-2024,21,4,Q2,2024,Sunday
D5915,24-08-2025,24,8,Q3,2025,Sunday
D5916,23-05-2025,23,5,Q2,2025,Friday
D5917,16-11-2023,16,11,Q4,2023,Thursday
D5918,16-09-2024,16,9,Q3,2024,Monday
D5919,25-02-2025,25,2,Q1,2025,Tuesday
D5920,15-03-2024,15,3,Q1,2024,Friday
D5921,03-02-2024,3,2,Q1,2024,Saturday
D5922,15-03-2025,15,3,Q1,2025,Saturday
D5923,15-07-2024,15,7,Q3,2024,Monday
D5924,28-08-2024,28,8,Q3,2024,Wednesday
D5925,18-09-2024,18,9,Q3,2024,Wednesday
D5926,30-10-2023,30,10,Q4,2023,Monday
D5927,21-09-2024,21,9,Q3,2024,Saturday
D5928,21-05-2024,21,5,Q2,2024,Tuesday
D5929,15-06-2024,15,6,Q2,2024,Saturday
D5930,29-11-2023,29,11,Q4,2023,Wednesday
D5931,30-07-2025,30,7,Q3,2025,Wednesday
D5932,15-07-2025,15,7,Q3,2025,Tuesday
D5933,05-02-2024,5,2,Q1,2024,Monday
D5934,02-01-2025,2,1,Q1,2025,Thursday
D5935,18-10-2025,18,10,Q4,2025,Saturday
D5936,03-03-2025,3,3,Q1,2025,Monday
D5937,18-12-2024,18,12,Q4,2024,Wednesday
D5938,11-01-2025,11,1,Q1,2025,Saturday
D5939,07-01-2025,7,1,Q1,2025,Tuesday
D5940,19-08-2024,19,8,Q3,2024,Monday
D5941,04-01-2024,4,1,Q1,2024,Thursday
D5942,08-08-2025,8,8,Q3,2025,Friday
D5943,15-12-2024,15,12,Q4,2024,Sunday
D5944,05-08-2024,5,8,Q3,2024,Monday
D5945,10-07-2025,10,7,Q3,2025,Thursday
D5946,14-06-2025,14,6,Q2,2025,Saturday
D5947,28-11-2024,28,11,Q4,2024,Thursday
D5948,12-07-2025,12,7,Q3,2025,Saturday
D5949,09-11-2024,9,11,Q4,2024,Saturday
D5950,30-10-2023,30,10,Q4,2023,Monday
D5951,30-01-2024,30,1,Q1,2024,Tuesday
D5952,16-03-2024,16,3,Q1,2024,Saturday
D5953,08-12-2023,8,12,Q4,2023,Friday
D5954,25-12-2023,25,12,Q4,2023,Monday
D5955,10-06-2025,10,6,Q2,2025,Tuesday
D5956,23-02-2025,23,2,Q1,2025,Sunday
D5957,05-07-2025,5,7,Q3,2025,Saturday
D5958,02-05-2024,2,5,Q2,2024,Thursday
D5959,15-10-2025,15,10,Q4,2025,Wednesday
D5960,07-05-2025,7,5,Q2,2025,Wednesday
D5961,29-11-2024,29,11,Q4,2024,Friday
D5962,01-07-2025,1,7,Q3,2025,Tuesday
D5963,21-08-2025,21,8,Q3,2025,Thursday
D5964,05-10-2025,5,10,Q4,2025,Sunday
D5965,09-02-2025,9,2,Q1,2025,Sunday
D5966,01-01-2024,1,1,Q1,2024,Monday
D5967,26-10-2024,26,10,Q4,2024,Saturday
D5968,10-02-2025,10,2,Q1,2025,Monday
D5969,18-05-2024,18,5,Q2,2024,Saturday
D5970,29-12-2023,29,12,Q4,2023,Friday
D5971,12-01-2025,12,1,Q1,2025,Sunday
D5972,04-10-2024,4,10,Q4,2024,Friday
D5973,25-03-2024,25,3,Q1,2024,Monday
D5974,15-02-2025,15,2,Q1,2025,Saturday
D5975,09-08-2025,9,8,Q3,2025,Saturday
D5976,19-04-2025,19,4,Q2,2025,Saturday
D5977,19-11-2023,19,11,Q4,2023,Sunday
D5978,21-02-2025,21,2,Q1,2025,Friday
D5979,20-02-2024,20,2,Q1,2024,Tuesday
D5980,16-03-2025,16,3,Q1,2025,Sunday
D5981,31-08-2024,31,8,Q3,2024,Saturday
D5982,10-05-2024,10,5,Q2,2024,Friday
D5983,27-04-2025,27,4,Q2,2025,Sunday
D5984,02-01-2024,2,1,Q1,2024,Tuesday
D5985,23-07-2025,23,7,Q3,2025,Wednesday
D5986,09-05-2025,9,5,Q2,2025,Friday
D5987,27-05-2025,27,5,Q2,2025,Tuesday
D5988,19-10-2024,19,10,Q4,2024,Saturday
D5989,19-04-2025,19,4,Q2,2025,Saturday
D5990,01-01-2025,1,1,Q1,2025,Wednesday
D5991,21-08-2024,21,8,Q3,2024,Wednesday
D5992,14-08-2025,14,8,Q3,2025,Thursday
D5993,24-08-2024,24,8,Q3,2024,Saturday
D5994,13-05-2025,13,5,Q2,2025,Tuesday
D5995,05-09-2024,5,9,Q3,2024,Thursday
D5996,20-02-2025,20,2,Q1,2025,Thursday
D5997,04-03-2025,4,3,Q1,2025,Tuesday
D5998,23-02-2025,23,2,Q1,2025,Sunday
D5999,23-04-2024,23,4,Q2,2024,Tuesday
D6000,30-03-2025,30,3,Q1,2025,Sunday
D6001,03-01-2024,3,1,Q1,2024,Wednesday
D6002,03-10-2024,3,10,Q4,2024,Thursday
D6003,16-06-2025,16,6,Q2,2025,Monday
D6004,26-11-2023,26,11,Q4,2023,Sunday
D6005,22-07-2024,22,7,Q3,2024,Monday
D6006,09-11-2024,9,11,Q4,2024,Saturday
D6007,04-04-2025,4,4,Q2,2025,Friday
D6008,15-07-2024,15,7,Q3,2024,Monday
D6009,02-03-2024,2,3,Q1,2024,Saturday
D6010,01-09-2025,1,9,Q3,2025,Monday
D6011,04-09-2025,4,9,Q3,2025,Thursday
D6012,29-02-2024,29,2,Q1,2024,Thursday
D6013,19-01-2024,19,1,Q1,2024,Friday
D6014,25-03-2025,25,3,Q1,2025,Tuesday
D6015,14-05-2025,14,5,Q2,2025,Wednesday
D6016,08-05-2025,8,5,Q2,2025,Thursday
D6017,21-12-2024,21,12,Q4,2024,Saturday
D6018,31-12-2023,31,12,Q4,2023,Sunday
D6019,31-12-2023,31,12,Q4,2023,Sunday
D6020,01-12-2024,1,12,Q4,2024,Sunday
D6021,15-05-2025,15,5,Q2,2025,Thursday
D6022,15-12-2024,15,12,Q4,2024,Sunday
D6023,07-08-2025,7,8,Q3,2025,Thursday
D6024,12-05-2024,12,5,Q2,2024,Sunday
D6025,18-03-2024,18,3,Q1,2024,Monday
D6026,28-11-2024,28,11,Q4,2024,Thursday
D6027,09-07-2025,9,7,Q3,2025,Wednesday
D6028,14-03-2024,14,3,Q1,2024,Thursday
D6029,28-11-2023,28,11,Q4,2023,Tuesday
D6030,06-12-2024,6,12,Q4,2024,Friday
D6031,06-07-2024,6,7,Q3,2024,Saturday
D6032,26-02-2025,26,2,Q1,2025,Wednesday
D6033,31-05-2024,31,5,Q2,2024,Friday
D6034,13-07-2025,13,7,Q3,2025,Sunday
D6035,24-07-2025,24,7,Q3,2025,Thursday
D6036,30-07-2025,30,7,Q3,2025,Wednesday
D6037,13-01-2024,13,1,Q1,2024,Saturday
D6038,31-08-2025,31,8,Q3,2025,Sunday
D6039,19-02-2025,19,2,Q1,2025,Wednesday
D6040,07-10-2025,7,10,Q4,2025,Tuesday
D6041,24-03-2025,24,3,Q1,2025,Monday
D6042,03-06-2025,3,6,Q2,2025,Tuesday
D6043,13-01-2024,13,1,Q1,2024,Saturday
D6044,13-02-2024,13,2,Q1,2024,Tuesday
D6045,11-05-2025,11,5,Q2,2025,Sunday
D6046,05-02-2025,5,2,Q1,2025,Wednesday
D6047,22-06-2025,22,6,Q2,2025,Sunday
D6048,15-05-2025,15,5,Q2,2025,Thursday
D6049,14-08-2024,14,8,Q3,2024,Wednesday
D6050,23-11-2024,23,11,Q4,2024,Saturday
D6051,26-11-2023,26,11,Q4,2023,Sunday
D6052,12-02-2025,12,2,Q1,2025,Wednesday
D6053,20-07-2024,20,7,Q3,2024,Saturday
D6054,15-02-2024,15,2,Q1,2024,Thursday
D6055,05-05-2025,5,5,Q2,2025,Monday
D6056,17-12-2024,17,12,Q4,2024,Tuesday
D6057,06-11-2023,6,11,Q4,2023,Monday
D6058,24-03-2024,24,3,Q1,2024,Sunday
D6059,17-04-2025,17,4,Q2,2025,Thursday
